source,title,description,url,publishedAt
RTE,Rats! - Wales left cursing De Bruyne as Belgium win,Wales' hopes of automatic World Cup qualification were dealt a blow as Kevin de Bruyne converted two penalties in Belgium's 4-2 win on a night when a rodent intruder created some merriment for home fans in Cardiff.,https://www.rte.ie/sport/soccer/2025/1013/1538214-rats-wales-left-cursing-de-bruyne-as-belgium-win/,2025-10-13T21:26:29Z
Thurrott.com,Paul’s Pixel 10 Diaries: A Foldable Future? ⭐,"As I start to wind down my reviews of the Pixel 10 series phones, my attention in this space is increasingly on the future. That future is as uncertain as ever, but one possibility I’ve been mulling over is whether it makes sense to shift from the large singl…",https://www.thurrott.com/mobile/android/google-pixel/328308/pauls-pixel-10-diaries-a-foldable-future,2025-10-13T21:25:38Z
Japan Today,Mass-produced AI podcasts disrupt a fragile industry,"Artificial intelligence now makes it possible to mass-produce podcasts with completely virtual hosts, a development that is disrupting an industry still finding its footing and operating on a fragile business model. Since Google launched Audio Overview, the f…",https://japantoday.com/category/tech/mass-produced-ai-podcasts-disrupt-a-fragile-industry,2025-10-13T21:24:32Z
9to5Mac,"9to5Mac Daily: October 13, 2025 – RIP Clips, AirPods rumors","Listen to a recap of the top stories of the day from 9to5Mac. 9to5Mac Daily is available on iTunes and Apple’s Podcasts app, Stitcher, TuneIn, Google Play, or through our dedicated RSS feed for Overcast and other podcast players.








 more…",https://9to5mac.com/2025/10/13/daily-october-13-2025/,2025-10-13T21:23:03Z
TidBITS,Juice Jacking Protection Setting Broken in iOS 26,"Apple’s protection against juice jacking attacks—theoretical though they may be for everyday users—isn’t working as intended in iOS 26, with some users finding their security settings locked to Always Allow.",https://tidbits.com/2025/10/13/juice-jacking-protection-setting-broken-in-ios-26/,2025-10-13T21:22:42Z
Forbes,Movie Starring New Harry Potter And Hagrid Actors Opening In Theaters This Week,"Dominic McLaughlin and Nick Frost, who will star as Harry Potter and Rubeus Hagrid in HBO Max’s upcoming “Harry Potter” TV series, are co-stars in a new movie in theaters this week.",https://www.forbes.com/sites/timlammers/2025/10/13/movie-starring-new-harry-potter-and-hagrid-actors-opening-in-theaters-this-week/,2025-10-13T21:20:18Z
Mactrast.com,Apple TV+ Drops the ‘Plus’ From Its Name In Quiet Rebrand,"Apple has quietly rebranded its Apple TV+ streaming service, dropping the ""+"" to make it simply ""Apple TV.""Read More...",https://www.mactrast.com/2025/10/apple-tv-drops-the-plus-from-its-name-in-quiet-rebrand/,2025-10-13T21:20:13Z
Sporting News,Rangers could move on from star forward,Artemi Panarin trade potentially in the cards this season,https://www.sportingnews.com/us/nhl/new-york-rangers/news/rangers-could-move-star-forward/d51f304d08efb5768a84149c,2025-10-13T21:19:38Z
WyoFile,"Nurses, senior care, telehealth? Wyoming seeks feedback for how to spend millions in federal health dollars - WyoFile",Health officials held a whirlwind 11 public meetings and will close a public survey Wednesday. Residents’ feedback is key to how up to $800M could be spent.,http://wyofile.com/nurses-senior-care-telehealth-wyoming-seeks-feedback-for-how-to-spend-millions-in-federal-health-dollars/,2025-10-13T21:16:00Z
Trendir.com,29 Halloween Dining Room Decor Ideas That Will Haunt You Until You Copy Them,"Serve up spooky style with a side of seasonal charm. These 29 Halloween dining room decor ideas are eerie, elegant, and full of festive flair—featuring haunted centerpieces, moody lighting, and playful details that bring fright-night fun to every feast. They’…",https://www.trendir.com/halloween-dining-room-decor-ideas/,2025-10-13T21:14:42Z
New York Post,"FDNY heroes don superhero costumes for sick, grieving children across NYC: ‘Seeing the children’s smiles’","A super team of New York City firefighters, NYPD officers and public school teachers dubbed the Humble Heroes of FDNY are celebrating 10 years of donning superhero costumes for the Big Apple children who need them the most.",https://nypost.com/2025/10/13/us-news/fdny-heroes-don-superhero-costumes-for-sick-grieving-children-across-nyc-seeing-the-childrens-smiles/,2025-10-13T21:09:35Z
CNA,Global smartphone shipments rise in third-quarter on AI-driven upgrades,"-Global smartphone shipments grew 2.6 per cent in the third quarter this year, fueled by strong consumer demand for premium and AI-enabled devices, according to preliminary data from the International Data Corporation on Monday. WHY IT'S IMPORTANT Demand for …",https://www.channelnewsasia.com/business/global-smartphone-shipments-rise-in-third-quarter-ai-driven-upgrades-5399636,2025-10-13T21:07:35Z
Yahoo Entertainment,Global smartphone shipments rise in third-quarter on AI-driven upgrades,"Global smartphone shipments grew 2.6% in the third quarter this year, fueled by strong consumer demand for premium and AI-enabled devices, according to...",https://tech.yahoo.com/phones/articles/global-smartphone-shipments-rise-third-210701995.html,2025-10-13T21:07:01Z
Android Headlines,American Airlines Boarding Passes Finally Support Google Wallet,"American Airlines boarding passes now supports Google Wallet, giving Android users the same convenience previously limited to Apple Wallet.",https://www.androidheadlines.com/2025/10/american-airlines-boarding-passes-google-wallet-support.html,2025-10-13T21:06:12Z
RTE,Shels nab late winner to confirm Cork City's relegation,Cork City's third SSE Airtricity Men's Premier Division relegation in six seasons was confirmed with a flat performance in defeat to Shelbourne.,https://www.rte.ie/sport/soccer/2025/1013/1538212-shels-nab-late-winner-to-confrm-cork-citys-relegation/,2025-10-13T21:04:05Z
ZDNet,I tried smart glasses with xMEMS speakers and active cooling - and they're full of promise,"What if there were components that made smart glasses thinner, lighter, and more performant? It turns out they exist.",https://www.zdnet.com/article/i-tried-smart-glasses-with-xmems-speakers-and-active-cooling-and-theyre-full-of-promise/,2025-10-13T21:03:00Z
RTE,Germany edge out gritty Northern Ireland,Nick Woltemade's first international goal condemned Northern Ireland to a 1-0 World Cup qualifying defeat to Germany at Windsor Park.,https://www.rte.ie/sport/soccer/2025/1013/1538213-germany-edge-out-gritty-northern-ireland/,2025-10-13T21:01:57Z
Yahoo Entertainment,Apple In Talks To Buy Prompt AI Talent,Employees urged to apply as transition begins now,https://finance.yahoo.com/news/apple-talks-buy-prompt-ai-210128910.html,2025-10-13T21:01:28Z
Biztoc.com,Apple TV Subtracts the + in a Quiet Rebrand,"Apple announced on Monday that it was scrubbing the plus sign from the name of its streaming service. Henceforth, it will be known simply as Apple TV.",https://biztoc.com/x/b80934f3c09494af,2025-10-13T21:00:26Z
Addicted2success.com,"These 11 Habits Will Make You More Productive, Successful, and Confident","Boost your focus, confidence, and results with 11 powerful habits successful people use every day.
The post These 11 Habits Will Make You More Productive, Successful, and Confident appeared first on Addicted 2 Success.",https://addicted2success.com/success-advice/these-11-habits-will-make-you-more-productive-successful-and-confident/,2025-10-13T21:00:07Z
Decider,"Stream It or Skip It: ‘My Father, The BTK Killer’ on Netflix, Where The Daughter Of A Serial Murderer Who Hid In Plain Sight Shares Her Story","My Father, The BTK Killer features interviews with the daughter of a man who subjected his family and community to his secret deviant behaviors.",https://decider.com/2025/10/13/my-father-the-btk-killer-netflix-review/,2025-10-13T21:00:00Z
Page Six,Meghan Markle and Prince Harry have date night at members-only NYC hotspot loved by Taylor Swift,The Duke and Duchess of Sussex were photographed at the ritzy Chez Margaux in the Big Apple over the weekend.,https://pagesix.com/2025/10/13/royal-family/meghan-markle-and-prince-harry-have-date-night-at-members-only-nyc-hotspot-loved-by-taylor-swift/,2025-10-13T20:58:30Z
Tedium.co,"Thoughts on Omarchy: Slick Distro, Complicated Ethics",The rising Linux distro Omarchy smooths out Hyprland’s rough edges—but it also carries a controversial sheen that some won’t be able to ignore.,https://tedium.co/2025/10/13/omarchy-linux-distro-commentary/,2025-10-13T20:54:25Z
Trendir.com,32 Halloween Staircase Decor Ideas That’ll Make You Regret Ever Skipping the Stairs,"Want to creep it real from the ground floor up? These 32 Halloween staircase decor ideas are spine-chilling, stylish, and full of festive flair — perfect for turning your stairs into a hauntingly fun focal point. From cobweb-covered railings to eerie lighting…",https://www.trendir.com/halloween-staircase-decor-ideas/,2025-10-13T20:51:35Z
BGR,iPhone Air Finally Set To Arrive In China,"A few weeks later than expected, the iPhone Air is finally set to make its debut in China, with preorders for the ultra-thin device opening on October 17.",https://www.bgr.com/1995750/iphone-air-china-release-date-announced/,2025-10-13T20:51:29Z
Biztoc.com,"Apple TV+'s rebrand might seem silly, but branding experts say it's a smart move","Damson Idris as Joshua Pearce and Brad Pitt as Sonny Hayes in Apple Original Films' ""F1 The Movie,"" premiering December 12, 2025 on Apple TV.
Apple
Apple TV+ is now called Apple TV, not to be confused with its app or hardware device.
Branding experts applaude…",https://biztoc.com/x/8ccc6a7cba6c640b,2025-10-13T20:49:42Z
Trendir.com,"30 Halloween Shelf Decor Ideas So Stylish, Even Your Books Will Be Jealous","Creep up your corners with festive flair that’s small in size but big on style. These 30 Halloween shelf decor ideas are spooky, stylish, and delightfully detailed—featuring mini pumpkins, eerie curios, and haunted vignettes that bring a touch of magic to eve…",https://www.trendir.com/halloween-shelf-decor-ideas/,2025-10-13T20:47:37Z
TODAY,Snapple Is Bringing Back Its Iconic Glass Bottles — But Only in 1 State,"Snapple is bringing back its old bottles, which were discontinued in 2017, for a limited time, but only in the New York area. Here's what we know.",https://www.today.com/food/drinks/snapple-glass-bottles-return-limited-time-rcna237352,2025-10-13T20:46:14Z
9to5Mac,New Apple TV rebrand is the right move at just the right time,"Apple TV+ is no more. Apple’s streaming service is now officially just ‘Apple TV.’ Here’s why I think this is the right move at the right time.



 more…",https://9to5mac.com/2025/10/13/new-apple-tv-rebrand-is-the-right-move-at-just-the-right-time/,2025-10-13T20:42:03Z
Business Insider,"Apple TV+'s rebrand might seem silly, but branding experts say it's a smart move","Apple TV+ is now called Apple TV. Branding experts applauded the rebrand. One said that ""simplicity is the ultimate flex.""",https://www.businessinsider.com/apple-rebrand-apple-tv-plus-streaming-2025-10,2025-10-13T20:36:19Z
9to5Toys,"Add as much as 8TB to your M4 Mac mini with UGREEN’s NVMe-ready docking station, now $60 (Reg. $100)","UGREEN M4 Mac mini Docking Station



Buy for $60 (Reg. $100)














What we love




To me, the showstopper here of this docking station is that it can house an up 8TB NVMe SSD. When building out a custom M4 Mac mini configuation from Apple, you ca…",http://9to5toys.com/2025/10/13/ugreen-m4-mac-mini-docking-station/,2025-10-13T20:35:00Z
Page Six,Anthropologie’s sale section is an extra 50% off — but only for the rest of the day,Including the dress our managing editor can't stop buying.,https://pagesix.com/2025/10/13/style/anthropologie-sale-section-is-an-extra-50-off-today-only/,2025-10-13T20:34:19Z
9to5Mac,Apple to present multiple studies at the 2025 International Conference on Computer Vision,"Today, Apple confirmed its participation in the 2025 International Conference on Computer Vision (ICCV), which will take place from October 19 to 23 in Honolulu. Here are the studies the company will present.



 more…",https://9to5mac.com/2025/10/13/apple-to-present-multiple-studies-at-the-2025-international-conference-on-computer-vision/,2025-10-13T20:31:07Z
CNET,Apple Gives a Reason for the Reports of Terrible iPhone 17 Scratches,"If you've seen scratched iPhone 17s, Apple says it's just residue from their old display stands.",https://www.cnet.com/tech/mobile/apple-gives-a-reason-for-the-reports-of-terrible-iphone-17-scratches,2025-10-13T20:30:03Z
CNET,Apple Gives a Reason for the Reports of Terrible iPhone 17 Scratches,"If you've seen scratched iPhone 17s, Apple says it's just residue from their old display stands.",https://www.cnet.com/tech/mobile/apple-gives-a-reason-for-the-reports-of-terrible-iphone-17-scratches/,2025-10-13T20:30:03Z
Decider,"Stream It Or Skip It: ‘The Last Frontier’ on Apple TV+, a Fast-Paced Thriller in Which Jason Clarke Chases Escaped Inmates in Alaska",Creator Jon Bokenkamp follows The Blacklist with a big-budget jump to streaming.,https://decider.com/2025/10/13/the-last-frontier-stream-it-or-skip-it/,2025-10-13T20:30:00Z
9to5google.com,The Sideload 008: Closing the book on Pixel 10,"Welcome to The Sideload episode 8, a 9to5Google podcast. This week, Will is joined by Damien Wilde, 9to5Google‘s resident video producer, to discuss Google’s final lineup of Pixel products for 2025. Alongside some (brief) impressions of the Pixel Watch 4 and …",http://9to5google.com/2025/10/13/the-sideload-008-closing-the-book-on-pixel-10/,2025-10-13T20:30:00Z
New York Post,"How China’s threats to clamp down on rare earth exports could wreak havoc on US tech giants, military contractors","The supply chains of tech giants like Apple, car firms like Tesla and even the US military will be thrown into chaos if China follows through on threats to further choke off shipments of rare earth elements, according to experts.",https://nypost.com/2025/10/13/business/how-chinas-threats-to-clamp-down-on-rare-earth-exports-could-wreak-havoc-on-us-tech-giants-military-contractors/,2025-10-13T20:26:30Z
TheWrap,"Jamie Bell, Thomasin McKenzie Lead Cast Additions for Paul Greengrass Period Drama ‘The Uprising’","Jonny Lee Miller, Cosmo Jarvis and Woody Norman also join the cast led by Andrew Garfield and Katherine Waterston
The post Jamie Bell, Thomasin McKenzie Lead Cast Additions for Paul Greengrass Period Drama ‘The Uprising’ appeared first on TheWrap.",https://www.thewrap.com/jamie-bell-thomasin-mckenzie-cast-paul-greengrass-the-uprising/,2025-10-13T20:20:40Z
Biztoc.com,Ex-Apple CEO John Sculley Says This Company Is Apple’s First ‘Real Competitor’ in Years,Sculley led Apple from 1983 to 1993. He has some thoughts about how the company is doing today.,https://biztoc.com/x/8c07af7b0233ba3b,2025-10-13T20:16:19Z
Wccftech,Apple TV+ Rebrand To “Apple TV” And Vibrant New Icon Hint At Upcoming Hardware And A Unified Ecosystem,"Apple has quietly made a significant branding move, dropping the “+” from Apple TV+ and introducing new, more colorful icons across iOS and tvOS. At first glance, it might seem like a visual refresh, but the timing and presentation suggest something far more …",https://wccftech.com/apple-tv-plus-rebrand-to-apple-tv-hardware-ecosystem/,2025-10-13T20:16:17Z
redmondpie.com,Apple Could Launch Three New Products This Week,"Apple could be getting ready to announce as many as three new products within the next few days. That's if a report by Bloomberg's Mark Gurman turns out to be accurate.
The post Apple Could Launch Three New Products This Week first appeared on Redmond Pie.",https://www.redmondpie.com/apple-could-launch-three-new-products-this-week/,2025-10-13T20:09:29Z
9to5Mac,Apple Pro Display XDR 2 likely has key hardware upgrade over original $4999 monitor,"Apple is expected to release a second-generation Apple Pro Display XDR in the near future, and it looks like it will include an important component missing from the original $5000 monitor. 



 more…",https://9to5mac.com/2025/10/13/apple-pro-display-xdr-2-will-have-a-key-hardware-upgrade-over-original-4999-monitor/,2025-10-13T20:09:10Z
Milestomemories.com,Goodbye to My Favorite Amazon Pay With Points Angle?!,"It appears Amazon Pay With Points offers have devalued for certain shoppers. Here's the latest in a continuingly-negative promo trend.
The post Goodbye to My Favorite Amazon Pay With Points Angle?! appeared first on Miles to Memories.",https://milestomemories.com/amazon-pay-with-points/,2025-10-13T20:07:33Z
Android Authority,Google Wallet picks up support for American Airlines boarding passes,"You're now able to save American Airlines boarding passes directly to Google Wallet, sparing you the hassle of dealing with screenshots.",https://www.androidauthority.com/american-airlines-google-wallet-boarding-pass-3606779/,2025-10-13T20:04:25Z
Sankakucomplex.com,"AI Girlfriend Apps Leak Data for Over 400,000 Users","Two “AI girlfriend” companion apps developed in Hong Kong have reportedly exposed private conversations, images, and user metadata for more than 400,000 users. The breach shows just how fragile privacy is when people entrust intimate parts of their lives to u…",https://news.sankakucomplex.com/2025/10/14/ai-girlfriend-apps-leak-data-for-over-400000-users/,2025-10-13T20:04:15Z
redmondpie.com,Apple’s Ultra-Thin iPhone Air Will Debut In China This Week,"Apple's new iPhone 17 will officially go up for preorder in China later this week. The news was confirmed by CEO Tim Cook during a visit to the country.
The post Apple’s Ultra-Thin iPhone Air Will Debut In China This Week first appeared on Redmond Pie.",https://www.redmondpie.com/apples-ultra-thin-iphone-air-will-debut-in-china-this-week/,2025-10-13T20:04:08Z
PCMag.com,Samsung Galaxy Tab S11,"The Samsung Galaxy Tab S11 (starting at $799.99) is the smaller, less expensive sibling of the top-of-the-line Galaxy Tab S11 Ultra (starting at $1,199.99). It features a beautiful display, fast performance, an S Pen stylus, and a comprehensive software suite…",https://me.pcmag.com/en/tablets/32866/samsung-galaxy-tab-s11,2025-10-13T20:02:10Z
PCMag.com,Samsung Galaxy Tab S11,"The Samsung Galaxy Tab S11 (starting at $799.99) is the smaller, less expensive sibling of the top-of-the-line Galaxy Tab S11 Ultra (starting at $1,199.99). It features a beautiful display, fast performance, an S Pen stylus, and a comprehensive software suite…",https://uk.pcmag.com/tablets/160705/samsung-galaxy-tab-s11,2025-10-13T20:02:10Z
CNA,UEFA unveils multi-market tender for 2027–2031 club competition rights,"PARIS :UEFA and its joint venture UC3 on Monday launched the tender process for broadcast and commercial rights to European club competitions for the 2027–2031 cycle, introducing a series of industry firsts including a global “first pick” package for the Cham…",https://www.channelnewsasia.com/sport/uefa-unveils-multi-market-tender-2027-2031-club-competition-rights-5399546,2025-10-13T20:01:40Z
