source,title,description,url,publishedAt,text,sentiment_label,sentiment_score
The Times of India,Samsung set for highest Q3 profit in three years as AI demand lifts chip prices,"The world's biggest maker of memory chips is projected to report an operating profit of 10.1 trillion won ($7.11 billion) for the July-September period, according to LSEG SmartEstimate from 31 analysts, which is weighted toward those who are more consistently…",https://economictimes.indiatimes.com/tech/technology/samsung-set-for-highest-q3-profit-in-three-years-as-ai-demand-lifts-chip-prices/articleshow/124528160.cms,2025-10-13 12:59:03+00:00,"Samsung set for highest Q3 profit in three years as AI demand lifts chip prices. The world's biggest maker of memory chips is projected to report an operating profit of 10.1 trillion won ($7.11 billion) for the July-September period, according to LSEG SmartEstimate from 31 analysts, which is weighted toward those who are more consistently…",Positive,1.0
The Times of India,Former IPS officer obtains NRC to contest as independent candidate in Araria,"Former IPS officer Shivdeep Lande, known as 'super cop', is contesting assembly elections from Araria and Jamalpur as an independent candidate after taking voluntary retirement. He obtained a non-resident certificate for Araria, where he previously served as …",https://timesofindia.indiatimes.com/city/patna/former-ips-officer-obtains-nrc-to-contest-as-independent-candidate-in-araria/articleshow/124527954.cms,2025-10-13 12:51:56+00:00,"Former IPS officer obtains NRC to contest as independent candidate in Araria. Former IPS officer Shivdeep Lande, known as 'super cop', is contesting assembly elections from Araria and Jamalpur as an independent candidate after taking voluntary retirement. He obtained a non-resident certificate for Araria, where he previously served as …",Neutral,0.9997180104255676
Biztoc.com,"Stocks to Watch Monday: Fastenal, Tesla, JPMorgan, Warner Bros",,https://biztoc.com/x/d3e2a1803917ac88,2025-10-13 12:51:45+00:00,"Stocks to Watch Monday: Fastenal, Tesla, JPMorgan, Warner Bros",Neutral,0.9999802112579346
The Times of India,Doon's eye surgeon takes charge as president of North Zone Ophthalmic Society of India,"In his address, Dr Luthra said he would focus on strengthening member engagement and promoting professional development. “Our aim is to make the society a stronger platform for collaboration, research, and continuous improvement in eye care,” he said.",https://timesofindia.indiatimes.com/city/dehradun/doons-eye-surgeon-takes-charge-as-president-of-north-zone-ophthalmic-society-of-india/articleshow/124527747.cms,2025-10-13 12:49:54+00:00,"Doon's eye surgeon takes charge as president of North Zone Ophthalmic Society of India. In his address, Dr Luthra said he would focus on strengthening member engagement and promoting professional development. “Our aim is to make the society a stronger platform for collaboration, research, and continuous improvement in eye care,” he said.",Positive,0.9988341927528381
Biztoc.com,"Stock Market Today: Dow Jumps On Trump Tariff Comments; Nvidia, Tesla Rebound (Live Coverage)","Futures for the Dow Jones Industrial Average and the other major stock indexes traded sharply higher Monday after President Donald Trump warmed up to China with his latest comments on tariffs. Meanwhile, Nvidia (NVDA) and Tesla (TSLA) were early winners on th…",https://biztoc.com/x/ee6fa9be3ceb7d99,2025-10-13 12:30:05+00:00,"Stock Market Today: Dow Jumps On Trump Tariff Comments; Nvidia, Tesla Rebound (Live Coverage). Futures for the Dow Jones Industrial Average and the other major stock indexes traded sharply higher Monday after President Donald Trump warmed up to China with his latest comments on tariffs. Meanwhile, Nvidia (NVDA) and Tesla (TSLA) were early winners on th…",Positive,0.9066776633262634
The Times of India,"AMD stock skyrockets 7,000% under Lisa Su, yet her net worth is still a fraction of Nvidia CEO Jensen Huang's - here's the reason","AMD’s stock has gone up a lot under CEO Lisa Su, making the company very valuable in the tech world. Even with this huge success, her personal wealth is much smaller than Nvidia CEO Jensen Huang’s. The story shows how company founders often become richer beca…",https://economictimes.indiatimes.com/news/international/us/amd-stock-skyrockets-7000-under-lisa-su-yet-her-net-worth-is-still-a-fraction-of-nvidia-ceo-jensen-huangs-heres-the-reason/articleshow/124526718.cms,2025-10-13 12:18:05+00:00,"AMD stock skyrockets 7,000% under Lisa Su, yet her net worth is still a fraction of Nvidia CEO Jensen Huang's - here's the reason. AMD’s stock has gone up a lot under CEO Lisa Su, making the company very valuable in the tech world. Even with this huge success, her personal wealth is much smaller than Nvidia CEO Jensen Huang’s. The story shows how company founders often become richer beca…",Positive,0.9998476505279541
MIT Technology Review,"The Download: planet hunting, and India’s e-scooters","This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. An Earthling’s guide to planet hunting The pendant on Rebecca Jensen-Clem’s necklace is composed of 36 silver hexagons en…",https://www.technologyreview.com/2025/10/13/1125657/the-download-planet-hunting-and-indias-e-scooters/,2025-10-13 12:11:53+00:00,"The Download: planet hunting, and India’s e-scooters. This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. An Earthling’s guide to planet hunting The pendant on Rebecca Jensen-Clem’s necklace is composed of 36 silver hexagons en…",Neutral,0.9999994039535522
SFGate,Newsom vetoes bills that could have saved Californians $550 million per year,Critics of Newsom's decision point out his relationship with PG&E.,https://www.sfgate.com/california/article/newsom-vetoes-bills-saved-californians-550-million-21093209.php,2025-10-13 12:00:18+00:00,Newsom vetoes bills that could have saved Californians $550 million per year. Critics of Newsom's decision point out his relationship with PG&E.,Neutral,0.9998719692230225
The Space Review,The other space race: why the world is obsessed with sending objects into orbit,"People have sent a wide range of unusual objects into space in recent years, from a car to a model of a Buddhist temple. Tony Milligan examines what motivates those efforts.",https://www.thespacereview.com/article/5077/1,2025-10-13 11:57:00+00:00,"The other space race: why the world is obsessed with sending objects into orbit. People have sent a wide range of unusual objects into space in recent years, from a car to a model of a Buddhist temple. Tony Milligan examines what motivates those efforts.",Neutral,0.9999399185180664
The Times of India,Avneet Kaur celebrates her 24th birthday by paying a visit to Mahakal temple in Ujjain,"Indian actress Avneet Kaur celebrated her 24th birthday with a spiritual visit to the Mahakal Temple in Ujjain. She shared photos on Instagram, expressing gratitude to Lord Shiva. Kaur, known for her television and film roles, opted for a traditional pink out…",https://timesofindia.indiatimes.com/tv/news/hindi/avneet-kaur-celebrates-her-24th-birthday-by-paying-a-visit-to-mahakal-temple-in-ujjain/articleshow/124524160.cms,2025-10-13 11:53:20+00:00,"Avneet Kaur celebrates her 24th birthday by paying a visit to Mahakal temple in Ujjain. Indian actress Avneet Kaur celebrated her 24th birthday with a spiritual visit to the Mahakal Temple in Ujjain. She shared photos on Instagram, expressing gratitude to Lord Shiva. Kaur, known for her television and film roles, opted for a traditional pink out…",Neutral,0.9999957084655762
Biztoc.com,"These Stocks Are Moving the Most Today: MP Materials, Nvidia, AMD, Tesla, Alibaba, Fastenal, and More",,https://biztoc.com/x/601ce35c4f39c65c,2025-10-13 11:45:40+00:00,"These Stocks Are Moving the Most Today: MP Materials, Nvidia, AMD, Tesla, Alibaba, Fastenal, and More",Neutral,0.999955415725708
Forbes,Why Tesla Stock Soared 32% Recently,"From quantitative point of view, The 31.9% change in Tesla stock from 7/12/2025 to 10/10/2025 was primarily driven by a 37.0% change in the company’s P/E Multiple.",https://www.forbes.com/sites/greatspeculations/2025/10/13/why-tesla-stock-soared-32-recently/,2025-10-13 11:34:01+00:00,"Why Tesla Stock Soared 32% Recently. From quantitative point of view, The 31.9% change in Tesla stock from 7/12/2025 to 10/10/2025 was primarily driven by a 37.0% change in the company’s P/E Multiple.",Neutral,0.9999696016311646
Biztoc.com,Tesla Stock Bounces Back. Why It’s Rallying After Trump’s China Trade Scare,,https://biztoc.com/x/4f83d61bbd53ea08,2025-10-13 11:33:46+00:00,Tesla Stock Bounces Back. Why It’s Rallying After Trump’s China Trade Scare,Negative,0.7371314167976379
The Times of India,"U.S. stock market futures soar after $2 trillion market wipeout last week as Trump softens China stance — Dow, S&P 500, Nasdaq surge; Tech giants AMD and Nvidia lead premarket recovery","U.S. stock market futures soared Monday, rebounding after a $2 trillion wipeout last week. President Donald Trump’s softer tone on China trade tensions boosted investor sentiment. Dow futures jumped over 400 points, while S&P 500 and Nasdaq futures climbed sh…",https://economictimes.indiatimes.com/news/international/us/u-s-stock-market-futures-soar-after-2-trillion-market-wipeout-last-week-as-trump-softens-china-stance-dow-sp-500-nasdaq-surge-tech-giants-amd-and-nvidia-lead-premarket-recovery-as-investors-bet-u-s-china-tensions-may-cool/articleshow/124525386.cms,2025-10-13 11:24:30+00:00,"U.S. stock market futures soar after $2 trillion market wipeout last week as Trump softens China stance — Dow, S&P 500, Nasdaq surge; Tech giants AMD and Nvidia lead premarket recovery. U.S. stock market futures soared Monday, rebounding after a $2 trillion wipeout last week. President Donald Trump’s softer tone on China trade tensions boosted investor sentiment. Dow futures jumped over 400 points, while S&P 500 and Nasdaq futures climbed sh…",Positive,0.9999948740005493
Biztoc.com,Tesla Keeps Promising an Affordable EV. It’s Most Loyal Fans Are Finally Giving Up Hope,The new ‘Standard’ models leave a lot to be desired for Tesla’s fans.,https://biztoc.com/x/e940f20f62d62626,2025-10-13 11:23:15+00:00,Tesla Keeps Promising an Affordable EV. It’s Most Loyal Fans Are Finally Giving Up Hope. The new ‘Standard’ models leave a lot to be desired for Tesla’s fans.,Positive,0.9999833106994629
Yahoo Entertainment,EV makers fill tax-credit void with costly discounts,"Many automakers are digging into their own coffers for big discounts to keep EV inventory moving, and several brands have introduced models with prices more ...",https://finance.yahoo.com/news/ev-makers-fill-tax-credit-110000432.html,2025-10-13 11:00:00+00:00,"EV makers fill tax-credit void with costly discounts. Many automakers are digging into their own coffers for big discounts to keep EV inventory moving, and several brands have introduced models with prices more ...",Neutral,0.895738422870636
Fortune,The search for corporate America’s next Fortune 500 CEOs,"Fortune is now accepting nominations for the 2026 Next to Lead list, recognizing executives who will shape the next era of business.",https://fortune.com/article/search-corporate-americas-next-ceo-fortune-50/,2025-10-13 10:59:12+00:00,"The search for corporate America’s next Fortune 500 CEOs. Fortune is now accepting nominations for the 2026 Next to Lead list, recognizing executives who will shape the next era of business.",Neutral,0.9878453612327576
Business Insider,The world's 10 richest people lost nearly $70 billion in Friday's market rout,"Elon Musk, Jeff Bezos, and Mark Zuckerberg led the wealth declines on Friday as fresh fears of a trade war hammered stocks.",https://www.businessinsider.com/rich-list-trump-trade-war-musk-bezos-zuck-ai-stocks-2025-10,2025-10-13 10:45:50+00:00,"The world's 10 richest people lost nearly $70 billion in Friday's market rout. Elon Musk, Jeff Bezos, and Mark Zuckerberg led the wealth declines on Friday as fresh fears of a trade war hammered stocks.",Negative,0.9997510313987732
Salon,Pam Bondi is Trump’s mean girl,Imagine if Regina George grew up to cover up for a fascist,https://www.salon.com/2025/10/13/pam-bondi-is-trumps-mean-girl/,2025-10-13 10:45:03+00:00,Pam Bondi is Trump’s mean girl. Imagine if Regina George grew up to cover up for a fascist,Neutral,0.9996833801269531
Notebookcheck.net,Xiaomi SU7 Ultra crash prompts renewed scrutiny of flush door handles and first responder access,"A second deadly incident with the SU7 electric sedan has sent Xiaomi's shares tumbling. A fast SU7 Ultra supercar has crashed, and bystanders couldn't pull the driver out.",https://www.notebookcheck.net/Xiaomi-SU7-Ultra-crash-prompts-renewed-scrutiny-of-flush-door-handles-and-first-responder-access.1137252.0.html,2025-10-13 10:41:00+00:00,"Xiaomi SU7 Ultra crash prompts renewed scrutiny of flush door handles and first responder access. A second deadly incident with the SU7 electric sedan has sent Xiaomi's shares tumbling. A fast SU7 Ultra supercar has crashed, and bystanders couldn't pull the driver out.",Negative,0.9999607801437378
GlobeNewswire,USA Battery Energy Storage System Outlook to 2029,"Key market opportunities in the USA Battery Energy Storage System sector include the expansion of the electric vehicle market, which allows EVs to serve as mobile energy storage units, and the development of smart grid technologies that improve energy managem…",https://www.globenewswire.com/news-release/2025/10/13/3165402/28124/en/USA-Battery-Energy-Storage-System-Outlook-to-2029.html,2025-10-13 10:38:00+00:00,"USA Battery Energy Storage System Outlook to 2029. Key market opportunities in the USA Battery Energy Storage System sector include the expansion of the electric vehicle market, which allows EVs to serve as mobile energy storage units, and the development of smart grid technologies that improve energy managem…",Positive,0.9999977350234985
Just-auto.com,Nissan to launch new Leaf BEV in Japan,Targets higher domestic sales with improved battery performance.,https://www.just-auto.com/news/nissan-to-launch-new-leaf-bev-in-japan/,2025-10-13 10:34:38+00:00,Nissan to launch new Leaf BEV in Japan. Targets higher domestic sales with improved battery performance.,Positive,1.0
The Times of India,"AI to now manage Rs 6,000 crore fund, all analysts fired. Is the future of high-skilled human jobs at risk?","A San Francisco-based venture capital firm, Davidovs Venture Collective (DVC), has replaced its entire team of human analysts with artificial intelligence to manage a Rs 6,000 crore fund focused on AI startups. The firm’s AI tools now handle investment sourci…",https://economictimes.indiatimes.com/magazines/panache/ai-to-now-manage-rs-6000-crore-fund-all-analysts-fired-is-the-future-of-high-skilled-human-jobs-at-risk/articleshow/124522369.cms,2025-10-13 10:33:33+00:00,"AI to now manage Rs 6,000 crore fund, all analysts fired. Is the future of high-skilled human jobs at risk?. A San Francisco-based venture capital firm, Davidovs Venture Collective (DVC), has replaced its entire team of human analysts with artificial intelligence to manage a Rs 6,000 crore fund focused on AI startups. The firm’s AI tools now handle investment sourci…",Neutral,0.9999903440475464
Biztoc.com,"Tesla's 'most affordable' EVs still cost more than $35,000. These policies may be why","Tesla's price point for its ""more affordable"" models was not as low as many had hoped.
Tesla
There may be policy reasons why Tesla's new, cheaper models are not as affordable as many had hoped.
Tesla's cheaper models are still pricier than what the flagships …",https://biztoc.com/x/7e180d720e5b1f5e,2025-10-13 10:27:40+00:00,"Tesla's 'most affordable' EVs still cost more than $35,000. These policies may be why. Tesla's price point for its ""more affordable"" models was not as low as many had hoped.
Tesla
There may be policy reasons why Tesla's new, cheaper models are not as affordable as many had hoped.
Tesla's cheaper models are still pricier than what the flagships …",Neutral,0.5370005965232849
Yahoo Entertainment,Stocks Priced Near Perfection as Analyst Profit Sentiment Wanes,A Citigroup Inc. index tracking US earnings revisions — the number of analysts upgrading versus downgrading estimates — has turned flat for the first time...,https://finance.yahoo.com/news/stocks-priced-near-perfection-analyst-102704846.html,2025-10-13 10:27:04+00:00,Stocks Priced Near Perfection as Analyst Profit Sentiment Wanes. A Citigroup Inc. index tracking US earnings revisions — the number of analysts upgrading versus downgrading estimates — has turned flat for the first time...,Neutral,0.953795313835144
Tistory.com,"이민법·관세에 광물·에너지 패권 뺐긴 트럼프 ""깨갱"" 했나","India’s “maximum city” has for long survived on minimum infrastructure.Now Mumbai is trying to change. What makes a great city, I asked @AshwiniBhide.Read #IndiaEdition https://t.co/abnZ0h9xPr— menaka doshi (@menakadoshi) October 9, 2025 India’s “digital ar…",https://ryueyes11.tistory.com/511929,2025-10-13 10:21:01+00:00,"이민법·관세에 광물·에너지 패권 뺐긴 트럼프 ""깨갱"" 했나. India’s “maximum city” has for long survived on minimum infrastructure.Now Mumbai is trying to change. What makes a great city, I asked @AshwiniBhide.Read #IndiaEdition https://t.co/abnZ0h9xPr— menaka doshi (@menakadoshi) October 9, 2025 India’s “digital ar…",Neutral,0.9999558925628662
CNN,Tesla’s self-driving tech keeps being investigated for safety violations. So why is it allowed? | CNN Business,"Federal safety regulators are once again looking into Tesla’s self-driving mode, the latest in a seemingly endless stream of investigations into the safety of the technology.",https://www.cnn.com/2025/10/13/business/tesla-self-driving-regulation,2025-10-13 10:17:28+00:00,"Tesla’s self-driving tech keeps being investigated for safety violations. So why is it allowed? | CNN Business. Federal safety regulators are once again looking into Tesla’s self-driving mode, the latest in a seemingly endless stream of investigations into the safety of the technology.",Neutral,0.9960880279541016
Biztoc.com,Tesla Cybertruck sales are stalling,"The Cybertruck has experienced disappointing sales since its launch in 2023.
Domenico Cippitelli/NurPhoto via Getty Images
Things are not going well for the Cybertruck.
Sales of Elon Musk's ""apocalypse-proof"" pickup truck fell 62% in the last quarter.
Musk on…",https://biztoc.com/x/31d38fcf0f79ee49,2025-10-13 10:16:22+00:00,"Tesla Cybertruck sales are stalling. The Cybertruck has experienced disappointing sales since its launch in 2023.
Domenico Cippitelli/NurPhoto via Getty Images
Things are not going well for the Cybertruck.
Sales of Elon Musk's ""apocalypse-proof"" pickup truck fell 62% in the last quarter.
Musk on…",Negative,0.9999998807907104
Business Insider,"Tesla's 'most affordable' EVs still cost more than $35,000. These policies may be why.","Tariff uncertainty, the lack of rare earth minerals in the US, and the undoing of clean energy credits may have kept prices up for Tesla's new models.",https://www.businessinsider.com/the-policies-behind-teslas-more-affordable-evs-kept-prices-higher-2025-10,2025-10-13 10:14:01+00:00,"Tesla's 'most affordable' EVs still cost more than $35,000. These policies may be why.. Tariff uncertainty, the lack of rare earth minerals in the US, and the undoing of clean energy credits may have kept prices up for Tesla's new models.",Negative,0.9986563920974731
Barchart.com,"Stocks Set to Open Sharply Higher as Trump Tempers Tariff Threats, Powell’s Remarks and Big Bank Earnings Awaited","December S&P 500 E-Mini futures (ESZ25) are up +1.38%, and December Nasdaq 100 E-Mini futures (NQZ25) are up +1.84% this morning, signaling a rebound from...",https://www.barchart.com/story/news/35402785/stocks-set-to-open-sharply-higher-as-trump-tempers-tariff-threats-powells-remarks-and-big-bank-earnings-awaited,2025-10-13 10:06:35+00:00,"Stocks Set to Open Sharply Higher as Trump Tempers Tariff Threats, Powell’s Remarks and Big Bank Earnings Awaited. December S&P 500 E-Mini futures (ESZ25) are up +1.38%, and December Nasdaq 100 E-Mini futures (NQZ25) are up +1.84% this morning, signaling a rebound from...",Positive,0.9994885921478271
Biztoc.com,"These Stocks Are Moving the Most Today: MP Materials, Nvidia, AMD, Tesla, Alibaba, AstraZeneca, and More",,https://biztoc.com/x/10e816e1451ba3a1,2025-10-13 10:05:15+00:00,"These Stocks Are Moving the Most Today: MP Materials, Nvidia, AMD, Tesla, Alibaba, AstraZeneca, and More",Neutral,0.9999369382858276
Business Insider,Tesla Cybertruck sales are stalling,"Tesla sold around 5,400 of Elon Musk's ""apocalypse-proof"" pickup trucks last quarter, down 62% from the same period last year.",https://www.businessinsider.com/tesla-cybertruck-sales-down-q3-elon-musk-2025-10,2025-10-13 10:04:24+00:00,"Tesla Cybertruck sales are stalling. Tesla sold around 5,400 of Elon Musk's ""apocalypse-proof"" pickup trucks last quarter, down 62% from the same period last year.",Negative,0.9999998807907104
Wired,New Rules Could Force Tesla to Redesign Its Door Handles. That’s Harder Than It Sounds,"Proposed regulations in China would mean the end of flush handles on car doors, with precious little time to roll out the changes.",https://www.wired.com/story/new-rules-could-force-tesla-to-redesign-its-door-handles-thats-harder-than-it-sounds/,2025-10-13 10:00:00+00:00,"New Rules Could Force Tesla to Redesign Its Door Handles. That’s Harder Than It Sounds. Proposed regulations in China would mean the end of flush handles on car doors, with precious little time to roll out the changes.",Neutral,0.9214097261428833
